
Predictions were generated on 27-Aug-2019 at 10:45:20 using AA 
 AeroAcoustics
Number of observers      :    1
Number of frequencies    :   34
     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      
         1.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         1.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         1.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         1.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         1.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         1.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         2.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         3.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         4.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         5.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         6.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         7.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.2500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.3750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.5000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.6250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.7500	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         8.8750	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.0000	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
         9.1250	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN	            NaN
